	station46	station49	station121	station45	station50	station126
otu_294621	0	0	0	5	0	0
otu_294691	0	0	0	0	0	2
otu_294708	0	0	0	0	0	1
otu_294749	0	0	0	0	0	1
otu_294766	0	0	0	1	0	0
otu_294773	0	0	0	0	0	2
otu_294846	0	0	0	0	0	2
otu_294853	0	0	0	0	0	2
otu_294857	0	0	0	0	1	0
otu_294916	0	0	0	0	0	1
otu_294936	0	0	0	0	0	2
otu_294937	0	0	0	0	0	1
otu_294944	0	0	0	0	0	1
otu_295038	0	0	0	4	0	0
otu_295065	0	0	0	0	0	2
otu_295153	1	0	0	0	0	0
otu_295163	0	0	0	0	0	4
otu_295222	0	0	0	4	0	0
otu_295235	0	0	0	0	0	2
otu_295245	0	0	0	0	0	2
otu_295264	0	0	0	0	0	3
otu_295269	0	0	0	0	0	2
otu_295313	2	0	0	0	0	0
otu_295340	0	0	1	0	0	0
otu_295342	0	0	0	0	0	2
otu_295350	0	0	0	0	0	2
otu_295377	0	0	0	2	0	0
otu_295398	0	0	0	0	0	2
otu_295406	0	1	0	0	0	0
otu_295438	0	0	0	4	0	0
otu_295470	0	0	0	0	2	0
otu_295472	0	0	0	2	0	0
otu_295553	0	0	0	0	0	1
otu_295554	0	0	0	0	0	1
otu_295559	0	0	0	0	0	2
otu_295565	0	5	0	0	0	0
otu_295580	0	0	0	0	0	3
otu_295618	0	0	0	0	0	4
otu_295628	0	0	0	3	1	0
otu_295643	0	1	0	0	0	0
otu_295701	0	0	0	0	1	0
otu_295738	0	0	0	0	0	2
otu_295741	5	0	0	0	0	0
otu_295748	0	1	0	2	0	0
otu_295763	0	0	0	0	0	1
otu_295768	0	0	0	0	0	1
otu_295776	0	0	0	0	0	1
otu_295783	0	0	0	0	0	1
otu_295850	0	0	0	0	0	2
otu_295858	0	0	0	1	0	0
otu_295869	0	1	0	0	0	0
otu_295878	0	0	0	0	0	1
otu_295888	0	4	0	0	0	0
otu_295891	0	0	0	0	0	1
otu_295895	0	0	0	0	0	1
otu_295901	0	0	0	0	0	1
otu_295927	1	0	0	0	0	0
otu_295953	0	0	0	2	0	0
otu_295971	0	0	0	2	0	0
otu_295989	0	0	0	0	0	1
otu_296018	0	0	0	0	0	2
otu_296041	0	0	1	0	0	0
otu_296074	0	0	0	0	0	1
otu_296101	0	0	0	0	0	2
otu_296125	0	0	0	4	0	0
otu_296153	0	0	0	0	0	1
otu_296193	0	0	0	0	1	0
otu_296217	0	1	0	0	0	0
otu_296235	3	0	0	4	0	0
otu_296254	0	0	0	0	0	3
otu_296258	0	0	0	3	0	0
otu_296270	0	0	0	7	0	0
otu_296289	0	0	0	5	0	0
otu_296301	3	0	0	0	0	0
otu_296307	0	0	0	0	0	2
otu_296383	0	0	0	7	0	0
otu_296390	0	0	0	0	0	1
otu_296434	2	0	0	0	0	0
otu_296440	0	0	0	0	0	3
otu_296456	0	0	0	0	0	9
otu_296527	0	4	0	0	0	0
otu_296537	0	0	0	1	0	0
otu_296562	1	0	0	0	0	0
otu_296577	0	0	0	1	0	0
otu_296586	0	0	0	0	0	2
otu_296596	0	0	0	0	0	1
otu_296615	0	0	0	0	0	2
otu_296627	0	0	0	0	0	1
otu_296672	0	6	0	0	0	0
otu_296713	0	0	3	0	0	0
otu_296760	0	0	1	0	0	0
otu_296764	0	0	2	0	0	0
otu_296769	0	0	0	0	0	1
otu_296793	0	1	0	0	0	0
otu_296804	0	0	0	0	0	7
otu_296818	0	0	0	0	0	1
otu_296834	0	0	0	0	0	4
otu_296890	0	0	0	0	0	5
otu_296920	1	0	0	0	0	0
otu_296922	0	0	0	0	0	2
otu_296948	1	0	0	0	0	0
otu_296969	0	0	0	0	0	3
otu_296970	0	0	0	0	0	3
otu_296990	0	0	0	0	0	6
otu_297005	0	0	0	0	0	1
otu_297035	0	0	0	0	0	1
otu_297036	0	0	0	1	0	0
otu_297044	0	0	0	0	0	1
otu_297082	0	0	0	0	0	1
otu_297093	0	0	0	0	0	3
otu_297112	0	0	0	0	0	1
otu_297128	0	1	0	0	0	0
otu_297135	0	0	0	6	0	0
otu_297185	0	0	0	0	0	2
otu_297194	0	0	0	0	0	2
otu_297202	0	0	1	0	0	0
otu_297242	0	2	0	0	0	0
otu_297261	0	0	0	0	0	1
otu_297276	0	0	0	0	0	6
otu_297283	0	0	0	1	0	0
otu_297299	0	0	0	0	0	5
otu_297324	0	1	0	0	0	0
otu_297339	0	0	0	0	0	3
otu_297364	0	0	0	0	0	1
otu_297373	0	0	0	0	0	2
otu_297398	0	0	1	0	0	0
otu_297444	1	0	0	0	0	0
otu_297446	0	0	0	3	0	0
otu_297473	0	0	0	3	0	0
otu_297482	0	0	0	0	0	5
otu_297489	0	0	0	1	0	0
otu_297506	0	0	0	0	0	4
otu_297527	0	0	0	0	0	2
otu_297530	0	0	0	0	2	0
otu_297537	0	0	0	0	0	6
otu_297546	0	0	0	0	0	2
otu_297550	1	0	0	0	0	0
otu_297552	0	0	0	2	0	0
otu_297554	0	0	0	0	0	3
otu_297577	0	0	1	0	0	0
otu_297596	0	0	0	0	0	3
otu_297597	0	0	0	1	0	0
otu_297621	0	0	2	0	0	0
otu_297625	0	0	0	0	0	5
otu_297644	0	0	0	0	0	1
otu_297648	0	0	0	5	0	0
otu_297650	0	0	0	0	0	2
otu_297702	0	0	0	0	0	1
otu_297725	0	0	0	0	0	3
otu_297746	0	1	0	0	0	0
otu_297749	0	0	0	0	0	2
otu_297783	0	0	0	0	0	3
otu_297819	0	0	0	0	0	6
otu_297821	0	0	0	0	1	0
otu_297829	0	0	1	0	0	0
otu_297858	0	0	0	0	0	2
otu_297872	0	0	0	0	0	1
otu_297880	0	0	0	3	0	0
otu_297903	1	0	0	0	0	0
otu_297937	0	0	0	2	0	0
otu_297984	0	0	1	0	0	0
otu_297998	1	0	0	0	0	0
otu_298002	0	0	0	0	0	3
otu_298010	0	0	0	0	0	1
otu_298087	0	0	0	2	0	0
otu_298093	0	0	0	0	0	3
otu_298098	0	0	1	0	0	0
otu_298120	0	0	0	0	0	1
otu_298121	0	0	0	0	0	1
otu_298149	0	0	0	0	0	3
otu_298163	0	0	0	0	0	1
otu_298171	0	0	0	0	0	1
otu_298178	0	0	0	0	1	0
otu_298204	0	0	0	0	0	4
otu_298210	0	0	0	0	1	0
otu_298220	0	0	0	0	0	1
otu_298222	0	0	0	0	0	3
otu_298265	0	0	0	0	0	1
otu_298318	0	6	0	0	0	0
otu_298325	0	0	0	0	0	2
otu_298327	0	0	0	0	0	2
otu_298344	0	1	0	0	0	0
otu_298349	1	0	0	0	0	0
otu_298386	0	1	0	0	0	0
otu_298389	1	0	0	1	0	0
otu_298407	0	2	0	0	0	0
otu_298427	0	0	0	0	0	2
otu_298439	0	0	1	0	0	0
otu_298446	0	0	0	1	0	0
otu_298447	0	1	0	0	0	0
otu_298457	0	0	1	0	0	0
otu_298466	0	0	0	0	0	2
otu_298472	0	0	0	0	0	2
otu_298522	0	0	0	0	0	3
otu_298544	0	0	0	1	0	0
otu_298553	0	0	0	0	0	1
otu_298564	0	0	0	0	0	1
otu_298579	0	0	0	0	0	1
otu_298582	0	0	1	0	0	0
otu_298589	0	0	0	0	0	2
otu_298597	0	0	0	0	0	3
otu_298618	0	0	0	0	0	2
otu_298645	1	0	0	0	0	0
otu_298662	0	0	0	1	0	0
otu_298674	2	0	0	3	0	0
otu_298687	0	0	0	0	0	1
otu_298690	1	0	0	0	0	0
otu_298706	0	0	0	0	0	2
otu_298710	1	0	0	3	0	0
otu_298755	0	0	0	0	0	2
otu_298804	0	0	0	0	0	1
otu_298834	0	0	0	2	0	0
otu_298835	0	0	0	0	1	0
otu_298875	0	0	0	0	0	1
otu_298918	0	0	0	0	0	3
otu_298928	0	0	0	3	0	0
otu_298931	0	2	0	0	0	0
otu_298959	0	0	0	0	0	3
otu_298981	0	0	0	0	2	0
otu_299017	0	0	0	0	0	2
otu_299038	0	0	1	0	0	1
otu_299040	0	0	2	0	0	0
otu_299059	0	0	0	1	0	0
otu_299087	0	4	0	0	0	0
otu_299102	1	0	0	0	0	0
otu_299113	0	1	0	0	0	0
otu_299117	0	0	0	0	0	1
otu_299183	0	0	0	6	0	0
otu_299192	0	0	0	0	0	1
otu_299197	0	0	0	0	0	2
otu_299215	0	0	0	0	0	1
otu_299224	3	0	0	0	0	0
otu_299242	0	0	0	0	0	2
otu_299261	0	0	1	0	0	0
otu_299266	0	0	0	0	0	1
otu_299275	0	0	0	0	0	3
otu_299288	0	0	0	0	0	1
otu_299294	0	0	0	0	0	1
otu_299351	0	0	0	0	0	1
otu_299365	1	0	0	0	0	0
otu_299387	6	0	0	0	0	0
otu_299420	0	0	0	0	0	1
otu_299427	0	0	0	0	0	1
otu_299453	0	0	0	0	0	4
otu_299483	2	0	1	0	0	0
otu_299491	0	1	0	0	0	0
otu_299492	0	0	0	0	1	0
otu_299508	0	0	0	0	0	1
otu_299511	1	0	0	0	0	0
otu_299549	0	0	0	0	0	1
otu_299557	0	0	0	0	0	1
otu_299559	0	1	0	0	0	0
otu_299573	0	0	0	0	1	0
otu_299620	1	0	0	0	0	0
otu_299650	0	0	0	0	0	2
otu_299651	0	0	1	0	0	0
otu_299685	6	0	0	0	0	0
otu_299722	4	0	0	0	0	0
otu_299792	0	0	0	0	0	2
otu_299806	0	0	0	0	0	5
otu_299815	0	0	0	0	0	1
otu_299838	0	0	0	0	0	1
otu_299870	1	0	0	8	0	0
otu_299871	0	0	0	0	0	2
otu_299888	0	0	1	0	0	0
otu_299896	0	0	0	0	0	3
otu_299939	0	0	0	0	1	0
otu_299987	0	0	0	4	0	0
otu_300008	0	0	0	2	0	0
otu_300075	2	0	0	0	0	0
otu_300101	0	0	0	1	0	0
otu_300155	0	0	0	3	0	0
otu_300186	0	0	0	0	0	4
otu_300213	0	0	0	0	0	2
otu_300243	0	0	0	4	0	0
otu_300253	0	0	1	0	0	0
otu_300306	0	2	0	0	0	0
otu_300309	0	0	0	0	0	1
otu_300320	0	0	0	0	0	3
otu_300339	0	0	0	3	0	0
otu_300347	0	0	0	0	0	1
otu_300349	0	0	0	2	0	0
otu_300355	0	0	0	0	0	3
otu_300360	0	0	0	0	0	1
otu_300384	0	5	0	0	0	0
otu_300417	2	2	0	0	0	0
otu_300437	0	0	0	0	0	1
otu_300439	0	0	0	0	0	1
otu_300469	0	0	0	0	0	5
otu_300503	0	0	0	0	0	3
otu_300513	0	0	0	3	0	0
otu_300518	0	0	0	0	0	1
otu_300519	0	1	0	0	0	0
otu_300572	2	0	0	0	0	0
otu_300588	0	0	0	2	0	0
otu_300597	0	1	0	1	0	0
otu_300601	0	0	0	0	0	2
otu_300603	0	0	0	0	0	6
otu_300625	1	0	0	0	0	0
otu_300638	0	0	0	2	0	0
otu_300667	0	1	0	0	0	0
otu_300687	2	0	0	0	0	1
otu_300692	0	0	0	0	0	2
otu_300700	0	0	0	0	0	3
otu_300710	0	0	0	0	0	1
otu_300712	0	0	0	0	0	2
otu_300725	0	0	0	0	0	4
otu_300729	0	0	0	0	0	3
otu_300759	0	1	0	0	0	0
otu_300771	0	0	0	0	0	1
otu_300794	0	0	0	5	0	0
otu_300810	0	0	0	0	0	2
otu_300836	0	0	0	0	0	4
otu_300865	1	0	0	0	0	0
otu_300900	0	2	0	0	0	0
otu_300908	0	0	0	0	0	3
otu_300937	0	0	0	0	0	1
otu_300953	0	0	0	1	0	0
otu_300972	0	0	0	0	0	4
otu_300980	0	0	0	4	0	0
otu_301014	0	0	0	1	0	0
otu_301050	0	0	0	0	0	1
otu_301071	2	0	0	0	1	0
otu_301135	0	0	1	0	0	0
otu_301141	0	0	2	0	0	0
otu_301185	2	0	0	0	0	0
otu_301186	0	0	0	0	0	1
otu_301194	0	0	3	0	0	0
otu_301216	0	0	1	0	0	0
otu_301240	0	0	0	0	0	4
otu_301257	0	0	0	1	0	0
otu_301265	1	0	0	0	0	0
otu_301285	0	0	1	0	0	0
otu_301288	0	0	0	0	0	6
otu_301393	0	0	0	1	0	0
otu_301394	0	0	0	0	0	1
otu_301410	0	0	1	0	0	0
otu_301414	0	0	0	0	0	2
otu_301417	6	0	0	0	0	0
otu_301438	0	0	0	1	0	1
otu_301462	0	0	0	0	0	1
otu_301479	0	0	0	0	0	1
otu_301480	0	0	0	0	0	1
otu_301489	0	0	0	3	0	0
otu_301492	2	0	0	0	1	0
otu_301507	0	2	0	0	0	0
otu_301526	0	0	0	0	0	3
otu_301542	0	2	0	0	0	0
otu_301576	0	0	0	0	0	3
otu_301597	0	0	0	1	0	0
otu_301612	0	0	0	0	1	0
otu_301623	0	0	0	0	0	5
otu_301655	0	0	0	0	0	2
otu_301661	0	0	0	0	0	1
otu_301691	0	0	0	0	0	1
otu_301693	1	0	0	0	0	0
otu_301698	0	0	0	0	0	4
otu_301714	0	0	0	0	0	4
otu_301717	0	0	0	5	0	0
otu_301731	0	0	0	0	0	4
otu_301761	0	0	0	0	0	3
otu_301808	1	0	0	0	0	0
otu_301837	0	0	1	0	0	0
otu_301845	0	0	0	0	0	3
otu_301891	0	0	0	0	0	2
otu_301892	0	0	0	0	0	5
otu_301920	0	0	0	5	0	0
otu_301951	1	0	0	0	0	0
otu_301964	0	0	0	0	0	1
otu_301966	0	0	0	1	0	0
otu_302036	0	0	0	0	0	1
otu_302054	0	0	0	0	0	2
otu_302091	0	0	0	0	0	2
otu_302116	0	2	0	0	0	0
otu_302126	0	0	0	1	0	0
otu_302127	0	0	0	0	0	1
otu_302141	2	0	0	0	0	0
otu_302147	0	1	0	0	0	0
otu_302165	0	0	1	0	0	0
otu_302168	0	0	0	0	0	1
otu_302179	0	0	0	0	0	1
otu_302181	0	0	0	0	0	1
otu_302188	0	0	0	5	0	0
otu_302213	2	0	0	5	0	0
otu_302217	0	0	0	1	0	0
otu_302231	0	0	0	0	0	2
otu_302235	0	2	0	0	0	0
otu_302244	0	0	0	2	0	0
otu_302248	0	0	0	1	0	0
otu_302256	0	3	0	0	0	0
otu_302261	0	0	0	3	0	0
otu_302273	0	1	0	0	0	0
otu_302277	0	0	0	0	0	1
otu_302283	0	0	0	0	0	2
otu_302318	4	1	0	0	0	0
otu_302340	0	0	0	0	1	0
otu_302345	2	0	0	0	0	0
otu_302358	0	0	0	0	0	1
otu_302360	0	0	0	4	0	0
otu_302392	0	0	0	2	0	0
otu_302403	0	0	0	0	0	1
otu_302409	0	1	0	0	0	0
otu_302410	0	0	0	0	0	2
otu_302420	0	0	0	0	0	3
otu_302441	0	1	0	0	0	0
otu_302442	0	0	0	0	0	2
otu_302488	0	0	0	0	0	2
otu_302489	0	0	0	0	0	2
otu_302501	0	0	0	0	0	1
otu_302509	0	5	0	0	0	0
otu_302510	0	1	0	0	0	0
otu_302513	4	0	0	0	0	0
otu_302520	0	0	0	1	0	0
otu_302526	0	0	0	0	0	1
otu_302582	0	1	0	3	0	0
otu_302604	0	0	0	0	0	1
otu_302685	0	0	0	0	1	0
otu_302711	0	0	0	0	1	0
otu_302738	0	0	0	0	0	1
otu_302739	0	0	0	0	0	3
otu_302777	0	0	0	0	0	6
otu_302815	0	0	1	0	0	0
otu_302838	0	0	0	0	0	2
otu_302883	1	0	0	0	0	0
otu_302913	0	0	2	0	0	0
otu_302914	0	0	0	0	0	5
otu_302933	0	0	0	0	0	4
otu_302936	0	0	0	0	0	1
otu_302947	0	0	0	3	0	0
otu_302965	0	1	0	2	0	0
otu_302966	0	0	0	5	0	0
otu_303051	0	0	0	0	0	1
otu_303058	0	0	0	0	0	1
otu_303085	0	0	0	0	0	4
otu_303095	0	0	0	0	1	0
otu_303111	0	0	1	0	0	0
otu_303114	0	0	0	0	0	2
otu_303161	0	0	0	0	0	5
otu_303224	0	0	0	0	0	3
otu_303255	0	0	0	5	0	0
otu_303258	0	0	0	0	0	1
otu_303266	0	0	0	0	0	3
otu_303281	0	0	0	2	0	0
otu_303286	0	0	1	0	0	0
otu_303297	0	0	0	0	0	1
otu_303302	0	0	0	6	0	0
otu_303310	0	0	0	2	0	0
otu_303321	0	1	0	0	0	0
otu_303339	0	0	0	0	0	5
otu_303355	3	0	0	0	0	0
otu_303363	0	0	0	0	0	2
otu_303373	0	0	0	0	0	1
otu_303387	0	0	0	0	0	2
otu_303423	0	0	0	0	0	1
otu_303435	0	0	0	1	0	0
otu_303450	0	0	0	0	0	2
otu_303454	1	0	0	1	0	0
otu_303478	0	0	0	0	0	1
otu_303487	0	0	0	0	0	4
otu_303494	0	0	0	0	0	1
otu_303502	0	0	0	0	0	4
otu_303513	0	1	0	0	0	0
otu_303514	2	0	0	0	0	0
otu_303525	0	0	0	0	0	1
otu_303545	0	0	0	0	0	2
otu_303561	0	0	1	0	0	0
otu_303576	0	0	0	3	0	0
otu_303598	0	0	0	0	0	2
otu_303601	0	0	0	0	0	1
otu_303610	0	0	1	0	0	0
otu_303616	0	2	0	0	0	0
otu_303620	0	3	0	0	0	0
otu_303628	0	0	0	0	0	1
otu_303637	0	0	0	0	0	2
otu_303660	0	0	0	4	0	0
otu_303703	0	0	0	5	0	0
otu_303706	0	0	0	0	0	1
otu_303731	0	0	0	0	0	1
otu_303736	0	0	0	2	0	0
otu_303777	0	0	0	0	0	3
otu_303796	0	0	0	0	0	1
otu_303817	0	0	0	0	0	1
otu_303828	0	0	0	1	0	0
otu_303831	0	0	0	0	0	1
otu_303874	0	2	0	0	0	0
otu_303899	0	0	0	1	0	0
otu_303906	0	0	0	0	0	1
otu_303917	0	0	0	0	1	0
otu_303933	0	0	0	0	0	1
otu_303935	0	0	0	1	0	0
otu_303943	0	0	1	0	0	0
otu_303947	1	0	0	0	0	0
otu_303953	0	0	0	0	0	1
otu_303968	1	0	0	2	0	0
otu_303997	0	0	0	0	0	1
otu_304001	0	0	0	0	0	6
otu_304010	0	0	0	1	0	0
otu_304017	0	0	0	1	0	0
otu_304023	0	0	0	5	0	0
otu_304043	0	1	0	0	0	0
otu_304072	0	0	0	0	0	2
otu_304130	0	0	0	0	0	2
otu_304134	0	0	0	0	0	4
otu_304152	0	0	0	0	0	1
otu_304160	0	0	0	4	0	0
otu_304216	0	5	0	0	0	0
otu_304275	0	0	1	0	0	0
otu_304281	0	0	0	0	0	1
otu_304316	0	0	0	0	0	1
otu_304328	0	0	0	0	0	2
otu_304330	0	0	0	0	0	4
otu_304332	0	0	0	0	0	2
otu_304345	0	0	0	0	0	1
otu_304367	0	0	1	0	0	0
otu_304388	0	0	0	0	0	3
otu_304393	1	0	0	0	0	0
otu_304397	0	0	0	0	0	1
otu_304414	2	0	0	0	0	0
otu_304416	0	1	0	0	0	0
otu_304423	0	0	0	0	0	2
otu_304431	4	0	0	0	0	0
otu_304435	0	0	0	0	0	1
otu_304454	1	0	0	2	0	0
otu_304461	0	0	0	15	0	0
otu_304496	1	0	0	0	0	0
otu_304512	0	3	0	0	0	0
otu_304531	0	0	0	0	0	5
otu_304541	0	0	0	0	0	2
otu_304595	0	0	0	1	0	0
otu_304637	0	0	0	4	0	0
otu_304638	0	1	0	0	0	0
otu_304657	0	0	0	0	0	5
otu_304676	0	0	0	0	0	1
otu_304679	0	0	0	0	0	1
otu_304731	0	0	0	0	0	2
otu_304738	0	0	0	0	0	4
otu_304750	0	0	0	0	0	1
otu_304761	0	3	0	0	0	0
otu_304776	0	0	0	0	0	1
otu_304779	0	0	0	0	0	1
otu_304788	0	0	0	0	0	1
otu_304795	8	0	0	0	0	0
otu_304812	0	0	0	0	0	1
otu_304839	0	0	0	0	0	2
otu_304841	6	1	0	0	0	0
otu_304889	0	0	0	0	0	2
otu_304929	0	0	0	0	0	4
otu_304990	0	0	0	0	0	2
otu_305002	0	0	0	0	0	1
otu_305017	0	0	0	0	0	4
otu_305047	0	0	0	1	0	0
otu_305081	0	3	0	0	0	0
otu_305134	0	0	0	0	0	1
otu_305146	0	1	0	0	0	0
otu_305150	0	0	0	0	0	6
otu_305153	0	0	1	0	0	0
otu_305182	1	0	0	0	0	0
otu_305183	0	0	0	0	0	2
otu_305190	1	0	0	0	0	0
otu_305218	0	0	0	0	0	1
otu_305222	0	0	0	0	1	0
otu_305232	0	0	0	0	0	1
otu_305242	0	0	0	0	0	2
otu_305256	0	0	0	0	1	0
otu_305263	0	0	0	0	0	2
otu_305339	0	0	0	4	0	0
otu_305368	0	0	0	1	0	0
otu_305370	0	0	0	0	0	1
otu_305388	0	0	0	0	0	3
otu_305402	2	0	0	0	0	0
otu_305409	0	0	0	0	0	1
otu_305430	0	0	0	3	0	0
otu_305432	0	0	0	0	0	5
otu_305460	1	5	0	0	0	0
otu_305465	2	0	0	0	0	0
otu_305466	0	0	0	0	0	1
otu_305499	0	1	0	0	0	0
otu_305515	0	0	0	0	0	3
otu_305529	0	0	0	4	0	0
otu_305541	0	2	0	0	0	0
otu_305545	0	0	0	1	0	0
otu_305547	0	0	0	0	0	5
otu_305558	0	0	0	0	1	0
otu_305564	0	1	0	0	1	0
otu_305568	0	0	0	6	0	0
otu_305618	0	0	0	0	0	1
otu_305652	0	0	0	0	0	1
otu_305657	0	0	0	1	0	0
otu_305749	0	0	0	2	0	0
otu_305757	0	0	0	0	0	3
otu_305769	0	0	0	1	0	0
otu_305779	0	0	0	0	0	2
otu_305792	0	0	0	0	0	4
otu_305795	0	0	0	0	0	4
otu_305801	0	0	0	0	0	3
otu_305837	0	0	0	0	0	2
otu_305841	0	0	0	0	0	5
otu_305845	0	0	0	0	0	1
otu_305871	0	0	0	0	0	1
otu_305894	0	0	0	0	0	1
otu_305901	0	0	0	0	0	2
otu_305908	0	0	0	5	0	0
otu_305945	14	0	0	0	0	0
otu_305953	0	0	0	0	0	1
otu_305957	0	0	0	0	0	2
otu_305961	0	0	0	0	0	1
otu_305996	0	1	0	0	0	0
otu_306014	0	2	0	0	0	0
otu_306018	0	0	0	0	0	1
otu_306023	0	0	4	0	0	0
otu_306043	0	0	0	0	0	3
otu_306051	0	0	1	0	1	0
otu_306086	0	0	0	0	0	3
otu_306094	0	0	0	0	0	1
otu_306121	0	6	0	0	0	0
otu_306138	0	0	0	1	0	0
otu_306187	0	0	0	0	0	1
otu_306215	0	0	0	0	0	3
otu_306340	0	0	0	0	0	1
otu_306361	1	0	0	1	1	0
otu_306393	0	0	0	5	0	0
otu_306422	0	0	0	0	0	1
otu_306443	0	0	0	0	0	3
otu_306445	0	6	0	0	0	0
otu_306448	0	0	0	0	0	3
otu_306483	0	0	0	0	0	1
otu_306485	0	0	0	0	0	2
otu_306509	1	0	0	0	0	0
otu_306520	0	0	0	0	0	2
otu_306524	0	0	0	0	0	4
otu_306531	0	0	0	0	0	2
otu_306559	0	0	0	0	0	2
otu_306565	0	0	0	2	0	0
otu_306567	0	0	0	1	0	0
otu_306596	0	0	0	0	0	4
otu_306610	0	0	0	1	0	1
otu_306613	2	0	0	0	0	0
otu_306616	0	0	0	0	0	1
otu_306648	0	0	0	1	0	0
otu_306682	0	0	0	0	0	5
otu_306686	0	0	0	0	0	5
otu_306715	0	0	0	0	1	0
otu_306788	0	0	0	0	2	0
otu_306838	0	0	1	0	0	0
otu_306867	0	0	0	0	0	1
otu_306907	0	0	0	0	0	5
otu_306943	1	0	0	0	0	0
otu_306968	0	0	0	0	0	1
otu_306986	0	0	0	0	0	1
otu_307026	0	0	0	1	0	0
otu_307040	0	0	0	1	0	0
otu_307058	0	1	0	0	0	0
otu_307089	0	0	0	0	0	1
otu_307113	0	0	0	0	0	6
otu_307121	0	0	0	0	0	1
otu_307124	0	3	0	0	0	0
otu_307129	0	0	0	0	0	2
otu_307133	0	5	0	0	0	0
otu_307178	0	4	0	0	0	0
otu_307208	0	0	0	0	0	1
otu_307211	0	0	0	0	0	1
otu_307221	0	2	0	0	0	0
otu_307232	0	0	0	0	1	0
otu_307252	0	0	0	0	0	1
otu_307263	0	0	0	0	0	1
otu_307288	0	0	0	0	0	1
otu_307298	0	0	0	0	0	4
otu_307311	0	1	0	0	0	0
otu_307333	0	0	0	0	0	2
otu_307341	0	0	0	0	0	3
otu_307354	0	0	0	0	0	3
otu_307357	1	0	0	0	0	0
otu_307374	0	0	0	0	0	3
otu_307420	0	0	0	0	0	1
otu_307495	0	0	0	0	0	2
otu_307515	0	0	0	0	0	1
otu_307524	0	0	0	0	0	1
otu_307527	0	0	0	0	0	1
otu_307547	0	2	0	0	0	0
otu_307549	1	0	0	0	0	1
otu_307564	0	0	0	0	0	3
otu_307628	0	0	0	1	0	0
otu_307633	0	0	0	0	0	1
otu_307639	0	0	0	0	0	2
otu_307645	0	0	0	0	0	3
otu_307654	0	0	0	0	1	0
otu_307655	0	0	0	0	0	1
otu_307683	0	0	0	0	0	4
otu_307704	0	0	0	0	0	1
otu_307722	0	0	0	0	0	3
otu_307723	0	0	0	3	0	0
otu_307735	5	0	0	0	0	0
otu_307741	0	0	0	0	0	5
otu_307744	0	1	0	0	0	0
otu_307749	0	0	0	0	0	1
otu_307805	0	0	0	0	0	3
otu_307810	0	0	0	0	0	1
otu_307814	0	3	0	0	0	0
otu_307817	0	0	0	0	0	3
otu_307825	0	0	0	0	0	1
otu_307844	0	3	0	0	0	0
otu_307849	0	0	0	0	0	1
otu_307913	0	2	0	0	0	0
otu_307954	0	0	0	1	0	0
otu_307974	1	0	0	0	0	0
otu_307992	0	0	0	0	0	1
otu_308000	0	0	0	3	0	0
otu_308012	0	0	0	0	0	2
otu_308020	0	0	0	0	0	2
otu_308022	0	0	0	0	0	2
otu_308042	0	0	0	0	0	1
otu_308069	0	0	0	0	0	2
otu_308089	0	0	0	0	0	2
otu_308120	0	3	0	0	0	0
otu_308139	0	0	2	0	0	1
otu_308157	0	0	0	1	0	0
otu_308218	0	2	0	0	0	0
otu_308227	0	0	0	0	0	1
otu_308244	0	0	0	0	0	3
otu_308280	1	0	0	0	0	0
otu_308285	0	0	0	0	0	1
otu_308287	0	0	0	0	0	2
otu_308297	0	0	0	0	0	3
otu_308301	4	0	0	1	0	0
otu_308303	0	0	0	6	0	0
otu_308331	1	0	0	0	0	0
otu_308342	0	1	0	0	0	0
otu_308386	1	0	0	0	0	0
otu_308391	0	0	0	0	0	2
otu_308420	0	0	0	0	0	1
otu_308449	7	0	0	0	0	0
otu_308501	0	0	0	0	0	3
otu_308510	0	0	0	0	0	1
otu_308522	0	0	0	2	0	0
otu_308584	0	0	0	0	0	5
otu_308604	0	0	0	0	0	4
otu_308618	1	1	0	0	0	0
otu_308642	0	0	0	0	0	1
otu_308648	0	0	0	1	0	0
otu_308668	0	0	0	4	0	0
otu_308672	0	0	0	1	0	0
otu_308690	0	0	0	2	0	0
otu_308692	0	0	0	0	0	1
otu_308715	0	0	0	1	0	0
otu_308732	0	0	0	0	0	3
otu_308759	0	0	0	0	0	2
otu_308778	3	0	0	0	0	0
otu_308784	0	0	0	0	0	1
otu_308849	0	0	0	0	0	1
otu_308857	0	0	0	0	0	1
otu_308862	0	0	0	0	0	1
otu_308863	0	0	0	0	0	1
otu_308874	0	0	0	0	0	2
otu_308884	0	0	0	0	0	1
otu_308901	0	0	0	0	0	6
otu_308908	0	0	0	0	0	1
otu_308938	1	0	0	0	0	0
otu_308980	0	0	0	0	0	1
otu_308998	0	0	0	0	0	1
otu_309028	0	0	0	1	0	0
otu_309112	0	0	0	2	2	0
otu_309119	0	0	1	0	0	0
otu_309124	0	1	0	0	0	0
otu_309138	0	0	0	0	0	4
otu_309140	0	0	0	0	0	1
otu_309153	0	0	0	0	0	2
otu_309163	0	0	2	0	0	0
otu_309173	0	0	0	0	6	0
otu_309182	0	0	0	0	0	1
otu_309196	0	0	0	1	0	0
otu_309201	0	5	0	0	0	0
otu_309207	0	0	0	2	0	0
otu_309245	0	0	0	0	0	1
otu_309274	0	0	0	0	0	2
otu_309287	0	0	0	0	0	1
otu_309301	0	0	0	0	0	2
